,opeid,name,state,prog-length,school-type-num,dual-num-2014,dual-denom-2014,drate-2014,prate-2014,ethnic-code,program,dual-num-2013,dual-denom-2013,drate-2013,prate-2013,dual-num-2012,dual-denom-2012,drate-2012,prate-2012,school-type-label,non_default,community-schools
2804,11150,ASNUNTUCK COMMUNITY COLLEGE                                      ,CT,5,1,15,102,14.7,A,5,D,10,81,12.3,A,3,71,4.2,A,public,,True
904,2385,NORTHLAND COMMUNITY AND TECHNICAL COLLEGE                        ,MN,5,1,197,1337,14.7,P,5,D,178,1325,13.4,P,182,1391,13.0,P,public,,True
237,1355,LAMAR COMMUNITY COLLEGE                                          ,CO,5,1,29,196,14.7,A,5,D,49,219,22.3,A,38,255,14.9,A,public,,True
199,1294,SOUTHWESTERN COMMUNITY COLLEGE DISTRICT                          ,CA,5,1,42,286,14.6,A,3,D,52,297,17.5,A,46,293,15.6,A,public,,True
2208,6782,GENESEE COMMUNITY COLLEGE                                        ,NY,5,1,188,1286,14.6,A,5,D,243,1436,16.9,A,197,1327,14.8,A,public,,True
760,2168,CAPE COD COMMUNITY COLLEGE                                       ,MA,5,1,57,391,14.5,A,5,D,48,334,14.3,A,57,328,17.3,A,public,,True
2419,8228,SEWARD COUNTY COMMUNITY COLLEGE                                  ,KS,5,1,29,199,14.5,P,3,D,35,187,18.7,P,25,183,13.6,P,public,,True
2207,6777,FLATHEAD VALLEY COMMUNITY COLLEGE                                ,MT,5,1,86,590,14.5,A,5,D,67,585,11.4,A,77,601,12.8,A,public,,True
2618,9763,TULSA COMMUNITY COLLEGE                                          ,OK,5,1,618,4252,14.5,A,5,D,743,4354,17.0,A,753,3875,19.4,A,public,,True
2048,5220,SALT LAKE COMMUNITY COLLEGE                                      ,UT,5,1,729,5050,14.4,A,5,D,704,5010,14.0,A,612,4707,13.0,A,public,,True
2544,9236,NASHUA COMMUNITY COLLEGE                                         ,NH,5,1,155,1069,14.4,P,5,D,125,1007,12.4,P,112,998,11.2,P,public,,True
769,2177,MASSASOIT COMMUNITY COLLEGE                                      ,MA,5,1,117,809,14.4,A,5,D,88,773,11.3,A,94,705,13.3,A,public,,True
4268,40386,BRIDGEVALLEY COMMUNITY AND TECHNICAL COLLEGE                     ,WV,5,1,69,477,14.4,P,5,D,191,935,20.4,P,201,983,20.4,P,public,,True
2406,8129,ADULT AND COMMUNITY EDUCATION @HUDSON                            ,OH,3,1,21,145,14.4,A,5,D,7,128,5.4,A,12,117,10.2,A,public,,True
2401,8078,SPRINGFIELD TECHNICAL COMMUNITY COLLEGE                          ,MA,5,1,155,1079,14.3,P,5,D,125,957,13.0,P,111,826,13.4,P,public,,True
765,2173,NORTH SHORE COMMUNITY COLLEGE                                    ,MA,5,1,179,1251,14.3,P,5,D,116,974,11.9,P,138,977,14.1,P,public,,True
1809,3776,EVERETT COMMUNITY COLLEGE                                        ,WA,5,1,109,758,14.3,A,5,D,129,816,15.8,A,129,896,14.3,A,public,,True
2384,7933,FRONT RANGE COMMUNITY COLLEGE                                    ,CO,5,1,825,5736,14.3,P,5,D,810,5723,14.1,P,678,5147,13.1,P,public,,True
2454,8466,SOUTHWESTERN COMMUNITY COLLEGE                                   ,NC,5,1,29,203,14.2,A,5,D,42,178,23.5,A,48,177,27.1,A,public,,True
1663,3582,LAREDO COMMUNITY COLLEGE                                         ,TX,5,1,27,190,14.2,A,3,D,74,341,21.7,A,75,394,19.0,A,public,,True
897,2373,ROCHESTER COMMUNITY AND TECHNICAL COLLEGE                        ,MN,5,1,272,1922,14.1,A,5,D,287,2013,14.2,A,272,1994,13.6,A,public,,True
882,2350,VERMILION COMMUNITY COLLEGE                                      ,MN,5,1,36,255,14.1,A,5,D,35,259,13.5,A,32,298,10.7,A,public,,True
3012,20744,ILLINOIS EASTERN COMMUNITY COLLEGES -FRONTIER COMMUNITY COLLEGE  ,IL,5,1,8,57,14.0,A,5,D,5,57,8.7,A,14,82,17.0,A,public,,True
2110,5534,ST. CLOUD TECHNICAL AND COMMUNITY COLLEGE                        ,MN,5,1,260,1845,14.0,A,5,D,224,1795,12.4,A,230,1871,12.2,A,public,,True
692,2058,ANNE ARUNDEL COMMUNITY COLLEGE                                   ,MD,5,1,291,2064,14.0,A,5,D,284,2150,13.2,A,289,2092,13.8,A,public,,True
450,1705,ILLINOIS VALLEY COMMUNITY COLLEGE                                ,IL,5,1,42,302,13.9,A,5,D,37,325,11.3,A,58,368,15.7,A,public,,True
766,2174,NORTHERN ESSEX COMMUNITY COLLEGE                                 ,MA,5,1,171,1226,13.9,A,3,D,140,1026,13.6,A,139,910,15.2,A,public,,True
1209,2881,SUNY WESTCHESTER COMMUNITY COLLEGE                               ,NY,5,1,167,1197,13.9,A,5,D,134,1058,12.6,A,94,1012,9.2,A,public,,True
2329,7560,RIVER VALLEY COMMUNITY COLLEGE                                   ,NH,5,1,54,388,13.9,A,5,D,47,353,13.3,A,48,327,14.6,A,public,,True
13,1022,JEFFERSON STATE COMMUNITY COLLEGE                                ,AL,5,1,222,1588,13.9,A,5,D,208,1650,12.6,A,245,1524,16.0,A,public,,True
2625,9786,ILLINOIS EASTERN COMMUNITY COLLEGES - LINCOLN TRAIL COLLEGE      ,IL,5,1,13,93,13.9,A,5,D,14,90,15.5,A,10,94,10.6,A,public,,True
1632,3539,ALVIN COMMUNITY COLLEGE                                          ,TX,5,1,43,311,13.8,A,5,D,49,339,14.4,A,59,332,17.7,A,public,,True
767,2175,QUINSIGAMOND COMMUNITY COLLEGE                                   ,MA,5,1,282,2033,13.8,A,5,D,231,1831,12.6,A,170,1506,11.2,A,public,,True
2222,6836,MOTLOW STATE COMMUNITY COLLEGE                                   ,TN,5,1,69,498,13.8,A,5,D,87,526,16.5,A,90,485,18.5,A,public,,True
1775,3727,NORTHERN VIRGINIA COMMUNITY COLLEGE                              ,VA,5,1,787,5682,13.8,P,5,D,652,5272,12.3,P,480,3972,12.0,P,public,,True
2506,8906,MACOMB COMMUNITY COLLEGE                                         ,MI,5,1,302,2207,13.6,P,5,D,194,1881,10.3,P,208,1720,12.0,P,public,,True
3811,30838,HEARTLAND COMMUNITY COLLEGE                                      ,IL,5,1,79,580,13.6,A,5,D,98,611,16.0,A,131,595,22.0,A,public,,True
3532,25083,SOUTHEAST COMMUNITY COLLEGE                                      ,NE,5,1,477,3520,13.5,P,5,D,578,3707,15.5,P,547,3892,14.0,P,public,,True
2584,9543,RED ROCKS COMMUNITY COLLEGE                                      ,CO,8,1,299,2233,13.3,A,5,D,335,2160,15.5,A,309,1908,16.1,A,public,,True
2206,6775,RAINY RIVER COMMUNITY COLLEGE                                    ,MN,5,1,12,90,13.3,A,5,D,22,94,23.4,A,38,113,33.6,A,public,,True
2945,12907,LAKE TAHOE COMMUNITY COLLEGE                                     ,CA,5,1,6,45,13.3,B,5,D,10,64,15.6,B,17,84,20.2,B,public,,True
585,1909,CLOUD COUNTY COMMUNITY COLLEGE                                   ,KS,5,1,60,448,13.3,A,5,D,93,582,15.9,A,101,562,17.9,A,public,,True
2657,9994,PASSAIC COUNTY COMMUNITY COLLEGE                                 ,NJ,5,1,59,441,13.3,A,3,D,57,443,12.8,A,30,300,10.0,A,public,,True
3010,20739,WOR-WIC COMMUNITY COLLEGE                                        ,MD,5,1,43,324,13.2,A,5,D,38,315,12.0,A,42,322,13.0,A,public,,True
1823,3791,SHORELINE COMMUNITY COLLEGE                                      ,WA,5,1,98,737,13.2,A,5,D,113,809,13.9,A,104,769,13.5,A,public,,True
2810,11210,BUNKER HILL COMMUNITY COLLEGE                                    ,MA,5,1,104,784,13.2,A,5,D,93,689,13.4,A,79,667,11.8,A,public,,True
2356,7692,MORAINE VALLEY COMMUNITY COLLEGE                                 ,IL,5,1,103,780,13.2,A,5,D,86,731,11.7,A,68,696,9.7,A,public,,True
3009,20735,UNIVERSITY OF ARKANSAS COMMUNITY COLLEGE AT BATESVILLE           ,AR,5,1,35,268,13.0,A,5,D,61,367,16.6,A,120,490,24.4,A,public,,True
609,1938,PRATT COMMUNITY COLLEGE                                          ,KS,5,1,53,407,13.0,A,5,D,49,374,13.1,A,40,329,12.1,A,public,,True
699,2071,FREDERICK COMMUNITY COLLEGE                                      ,MD,5,1,53,413,12.8,A,5,D,43,367,11.7,A,24,331,7.2,A,public,,True
3619,25688,SUSSEX COUNTY COMMUNITY COLLEGE                                  ,NJ,5,1,47,366,12.8,P,5,D,47,449,10.4,P,39,424,9.1,P,public,,True
2832,11667,NORTHEAST COMMUNITY COLLEGE                                      ,NE,5,1,123,957,12.8,P,5,D,159,969,16.4,P,102,902,11.3,P,public,,True
1205,2877,ROCKLAND COMMUNITY COLLEGE                                       ,NY,5,1,77,598,12.8,A,5,D,69,584,11.8,A,77,590,13.0,A,public,,True
229,1346,ARAPAHOE COMMUNITY COLLEGE                                       ,CO,5,1,332,2607,12.7,A,5,D,344,2484,13.8,A,364,2523,14.4,A,public,,True
2363,7731,RARITAN VALLEY COMMUNITY COLLEGE                                 ,NJ,5,1,76,596,12.7,A,5,D,50,538,9.2,A,51,513,9.9,A,public,,True
2611,9740,INVER HILLS COMMUNITY COLLEGE                                    ,MN,5,1,208,1640,12.6,P,5,D,196,1703,11.5,P,190,1807,10.5,P,public,,True
1990,4736,BERGEN COMMUNITY COLLEGE                                         ,NJ,5,1,190,1497,12.6,A,5,D,142,1431,9.9,A,103,1147,8.9,A,public,,True
3528,25039,WARREN COUNTY COMMUNITY COLLEGE                                  ,NJ,5,1,27,214,12.6,A,5,D,20,159,12.5,A,14,166,8.4,A,public,,True
586,1910,COFFEYVILLE COMMUNITY COLLEGE                                    ,KS,5,1,42,336,12.5,P,5,D,71,391,18.1,P,51,372,13.7,P,public,,True
1932,4004,JOHN TYLER COMMUNITY COLLEGE                                     ,VA,5,1,141,1123,12.5,A,5,D,178,1125,15.8,A,131,938,13.9,A,public,,True
239,1359,COLORADO NORTHWESTERN COMMUNITY COLLEGE                          ,CO,5,1,28,225,12.4,A,5,D,32,204,15.6,A,49,241,20.3,A,public,,True
2496,8863,WALTERS STATE COMMUNITY COLLEGE                                  ,TN,5,1,72,581,12.3,A,5,D,111,694,15.9,A,115,686,16.7,A,public,,True
2233,6931,WAUBONSEE COMMUNITY COLLEGE                                      ,IL,5,1,131,1064,12.3,A,5,D,122,958,12.7,A,138,896,15.4,A,public,,True
2445,8404,BROOKDALE COMMUNITY COLLEGE                                      ,NJ,5,1,207,1685,12.2,A,5,D,252,1803,13.9,A,243,1857,13.0,A,public,,True
869,2332,ANOKA-RAMSEY COMMUNITY COLLEGE                                   ,MN,5,1,295,2413,12.2,A,5,D,329,2600,12.6,A,294,2594,11.3,A,public,,True
954,2471,SAINT LOUIS COMMUNITY COLLEGE                                    ,MO,5,1,248,2028,12.2,P,5,D,331,2150,15.3,P,263,1877,14.0,P,public,,True
430,1675,ELGIN COMMUNITY COLLEGE                                          ,IL,5,1,119,979,12.1,A,5,D,123,978,12.5,A,150,1030,14.5,A,public,,True
1271,2970,SURRY COMMUNITY COLLEGE                                          ,NC,5,1,15,123,12.1,B,5,D,3,40,7.5,A,9,64,14.0,A,public,,True
1433,3240,BUTLER COUNTY COMMUNITY COLLEGE                                  ,PA,5,1,87,714,12.1,A,5,D,80,718,11.1,A,119,882,13.4,A,public,,True
1196,2868,HUDSON VALLEY COMMUNITY COLLEGE                                  ,NY,5,1,343,2857,12.0,A,5,D,364,3074,11.8,A,417,3138,13.2,A,public,,True
992,2528,MILES COMMUNITY COLLEGE                                          ,MT,5,1,16,134,11.9,A,5,D,25,190,13.1,A,21,190,11.0,A,public,,True
604,1930,LABETTE COMMUNITY COLLEGE                                        ,KS,5,1,24,205,11.7,A,5,D,14,186,7.5,A,18,195,9.2,A,public,,True
2747,10633,HOUSTON COMMUNITY COLLEGE                                        ,TX,5,1,1229,10478,11.7,A,5,D,2133,10490,20.3,A,1961,8795,22.2,A,public,,True
1973,4608,BARTON COUNTY COMMUNITY COLLEGE                                  ,KS,5,1,56,479,11.6,A,5,D,95,604,15.7,A,87,520,16.7,A,public,,True
2665,10051,CUNY LAGUARDIA COMMUNITY COLLEGE                                 ,NY,5,1,78,675,11.5,A,3,D,48,646,7.4,A,59,577,10.2,A,public,,True
1094,2697,QUEENSBOROUGH COMMUNITY COLLEGE-CUNY                             ,NY,5,1,77,669,11.5,A,5,D,78,676,11.5,A,68,687,9.8,A,public,,True
303,1485,FLORIDA KEYS COMMUNITY COLLEGE                                   ,FL,6,1,16,141,11.3,A,5,D,23,156,14.7,A,31,160,19.3,A,public,,True
1963,4513,HOUSATONIC COMMUNITY COLLEGE                                     ,CT,5,1,26,230,11.3,A,5,D,21,205,10.2,A,15,166,9.0,A,public,,True
2391,7954,NORMANDALE COMMUNITY COLLEGE                                     ,MN,5,1,299,2632,11.3,A,5,D,315,2855,11.0,A,329,2685,12.2,A,public,,True
2114,5544,ALEXANDRIA TECHNICAL AND COMMUNITY COLLEGE                       ,MN,5,1,92,818,11.2,A,5,D,76,864,8.7,A,66,793,8.3,A,public,,True
2648,9936,MIDDLESEX COMMUNITY COLLEGE                                      ,MA,5,1,118,1055,11.1,A,5,D,131,1100,11.9,A,125,1027,12.1,A,public,,True
763,2171,MASSACHUSETTS BAY COMMUNITY COLLEGE                              ,MA,5,1,86,770,11.1,A,5,D,82,719,11.4,A,55,602,9.1,A,public,,True
2861,12015,AUSTIN COMMUNITY COLLEGE                                         ,TX,5,1,615,5563,11.0,A,5,D,1276,7028,18.1,A,1365,6855,19.9,A,public,,True
1027,2582,MANCHESTER COMMUNITY COLLEGE                                     ,NH,5,1,163,1471,11.0,P,5,D,178,1482,12.0,P,149,1307,11.4,P,public,,True
3557,25306,SAINT CHARLES COMMUNITY COLLEGE                                  ,MO,5,1,87,796,10.9,A,5,D,97,815,11.9,A,109,818,13.3,A,public,,True
3843,31007,CARROLL COMMUNITY COLLEGE                                        ,MD,5,1,5,46,10.8,A,5,D,0,0,0.0,A,0,0,0.0,A,public,2013 2012,True
1267,2961,SANDHILLS COMMUNITY COLLEGE                                      ,NC,5,1,5,46,10.8,B,5,D,8,69,11.5,B,12,139,8.6,B,public,,True
1432,3239,BUCKS COUNTY COMMUNITY COLLEGE                                   ,PA,5,1,126,1175,10.7,A,5,D,104,1137,9.1,A,119,1227,9.6,A,public,,True
703,2075,HARFORD COMMUNITY COLLEGE                                        ,MD,5,1,40,372,10.7,A,5,D,30,310,9.6,A,20,249,8.0,A,public,,True
2472,8611,"CUNY, HOSTOS COMMUNITY COLLEGE                                   ",NY,5,1,44,408,10.7,A,3,D,29,285,10.1,A,36,328,10.9,A,public,,True
1090,2692,CUNY BRONX COMMUNITY COLLEGE                                     ,NY,5,1,73,692,10.5,A,3,D,69,646,10.6,A,65,583,11.1,A,public,,True
2619,9764,TUNXIS COMMUNITY COLLEGE                                         ,CT,5,1,20,192,10.4,A,5,D,26,188,13.8,A,16,200,8.0,A,public,,True
587,1911,COLBY COMMUNITY COLLEGE                                          ,KS,5,1,32,306,10.4,A,5,D,25,346,7.2,A,10,280,3.5,A,public,,True
136,1203,GLENDALE COMMUNITY COLLEGE                                       ,CA,5,1,41,396,10.3,A,5,D,22,249,8.8,A,23,240,9.5,A,public,,True
2074,5316,COASTAL CAROLINA COMMUNITY COLLEGE                               ,NC,5,1,6,59,10.1,P,5,D,25,111,22.5,P,9,19,47.3,P,public,,True
1026,2581,NHTI - CONCORD'S COMMUNITY COLLEGE                               ,NH,5,1,170,1672,10.1,A,5,D,174,1626,10.7,A,124,1507,8.2,A,public,,True
2245,6982,NAUGATUCK VALLEY COMMUNITY COLLEGE                               ,CT,5,1,34,334,10.1,P,5,D,35,325,10.7,P,26,298,8.7,P,public,,True
1972,4600,NORTHWEST IOWA COMMUNITY COLLEGE                                 ,IA,5,1,36,357,10.0,A,5,D,27,327,8.2,A,34,333,10.2,A,public,,True
599,1925,KANSAS CITY KANSAS COMMUNITY COLLEGE                             ,KS,5,1,148,1476,10.0,P,5,D,146,1298,11.2,P,151,1354,11.1,P,public,,True
259,1398,NORTHWESTERN CONNECTICUT COMMUNITY COLLEGE                       ,CT,5,1,6,60,10.0,B,5,D,6,64,9.3,B,4,66,6.0,B,public,,True
1206,2878,SUFFOLK COUNTY COMMUNITY COLLEGE                                 ,NY,5,1,327,3283,9.9,A,5,D,319,3529,9.0,A,284,3157,8.9,A,public,,True
2412,8175,HOWARD COMMUNITY COLLEGE                                         ,MD,5,1,83,845,9.8,A,5,D,88,971,9.0,A,53,706,7.5,A,public,,True
1028,2583,GREAT BAY COMMUNITY COLLEGE                                      ,NH,5,1,63,638,9.8,A,5,D,77,620,12.4,A,44,554,7.9,A,public,,True
598,1924,INDEPENDENCE COMMUNITY COLLEGE                                   ,KS,5,1,16,166,9.6,A,5,D,19,156,12.1,A,25,145,17.2,A,public,,True
1201,2873,NASSAU COMMUNITY COLLEGE                                         ,NY,5,1,222,2326,9.5,A,5,D,217,2238,9.6,A,169,2119,7.9,A,public,,True
1683,3609,SAN JACINTO COMMUNITY COLLEGE DISTRICT                           ,TX,5,1,175,1910,9.1,A,5,D,345,1986,17.3,A,292,1703,17.1,A,public,,True
472,1742,ILLINOIS EASTERN COMMUNITY COLLEGES - OLNEY CENTRAL COLLEGE      ,IL,5,1,10,112,8.9,A,5,D,19,125,15.2,A,11,112,9.8,A,public,,True
579,1902,COWLEY COUNTY COMMUNITY COLLEGE & AREA VOCATIONAL TECHNICAL SCHOO,KS,5,1,128,1468,8.7,A,5,D,132,1395,9.4,A,100,1199,8.3,A,public,,True
260,1399,NORWALK COMMUNITY COLLEGE                                        ,CT,5,1,3,35,8.5,P,5,D,4,38,10.5,P,1,33,3.0,P,public,,True
256,1392,MANCHESTER COMMUNITY COLLEGE                                     ,CT,5,1,9,110,8.1,P,5,D,9,113,7.9,P,7,107,6.5,P,public,,True
2638,9896,OAKTON COMMUNITY COLLEGE                                         ,IL,5,1,14,171,8.1,A,5,D,7,168,4.1,A,13,170,7.6,A,public,,True
594,1919,GARDEN CITY COMMUNITY COLLEGE                                    ,KS,5,1,24,295,8.1,A,5,D,15,263,5.7,A,28,328,8.5,A,public,,True
1892,3930,NORTHERN WYOMING COMMUNITY COLLEGE DISTRICT                      ,WY,5,1,28,353,7.9,A,5,D,51,359,14.2,A,40,316,12.6,A,public,,True
607,1936,NEOSHO COUNTY COMMUNITY COLLEGE                                  ,KS,5,1,31,409,7.5,A,5,D,44,412,10.6,A,29,329,8.8,A,public,,True
993,2529,DAWSON COMMUNITY COLLEGE                                         ,MT,5,1,8,107,7.4,A,5,D,19,136,13.9,A,22,140,15.7,A,public,,True
597,1923,HUTCHINSON COMMUNITY COLLEGE                                     ,KS,5,1,67,1133,5.9,A,5,D,79,1144,6.9,A,79,1123,7.0,A,public,,True
4153,37894,RIVER PARISHES COMMUNITY COLLEGE                                 ,LA,5,1,27,475,5.6,A,5,D,45,572,7.8,A,34,450,7.5,A,public,,True
